date,location,new_cases,new_deaths,total_cases,total_deaths,Deaths - Lower respiratory infections - Sex: Both - Age: Age-standardized (Rate) (Rate),"Hospital beds (per 1,000 people) (per 1,000 people)","Physicians (per 1,000 people) (per 1,000 people)",Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Percent) (%),"Smoking prevalence, total (ages 15+) (% of adults)",UN Population Division (Median Age) (2017) (years),"Age dependency ratio, young (% of working-age population) (% of working-age population)","Age dependency ratio, old (% of working-age population) (% of working-age population)",Code,Share who is 70 or over (%),country_code
2020-02-02,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-03,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-04,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-05,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-06,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-07,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-08,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-09,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-10,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-11,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-12,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-13,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-14,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-15,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-16,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-17,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-18,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-19,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-20,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-21,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-22,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-23,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-24,Afghanistan,0,0,0,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-25,Afghanistan,1,0,1,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-26,Afghanistan,0,0,1,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-27,Afghanistan,0,0,1,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-28,Afghanistan,0,0,1,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-02-29,Afghanistan,0,0,1,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-01,Afghanistan,0,0,1,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-02,Afghanistan,0,0,1,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-08,Afghanistan,3,0,4,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-11,Afghanistan,3,0,7,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-15,Afghanistan,3,0,10,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-16,Afghanistan,6,0,16,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-17,Afghanistan,5,0,21,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-18,Afghanistan,1,0,22,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-19,Afghanistan,0,0,22,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-20,Afghanistan,0,0,22,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-21,Afghanistan,2,0,24,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-22,Afghanistan,0,0,24,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-23,Afghanistan,10,0,34,0,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-24,Afghanistan,6,1,40,1,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-25,Afghanistan,2,0,42,1,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-26,Afghanistan,33,0,75,1,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-27,Afghanistan,0,0,75,1,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-28,Afghanistan,16,1,91,2,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-29,Afghanistan,15,1,106,3,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-30,Afghanistan,8,1,114,4,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-31,Afghanistan,27,0,141,4,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-04-01,Afghanistan,25,0,166,4,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-04-02,Afghanistan,26,0,192,4,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-04-03,Afghanistan,43,0,235,4,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-04-04,Afghanistan,0,0,235,4,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-04-05,Afghanistan,35,1,270,5,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-04-06,Afghanistan,29,2,299,7,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-04-07,Afghanistan,38,0,337,7,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-04-08,Afghanistan,30,4,367,11,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-04-09,Afghanistan,56,3,423,14,69.13071516447097,0.5,0.295,24.78057650245368,,17.299999,79.8239551555244,4.763322814878401,AFG,1.337,AFG
2020-03-09,Albania,2,0,2,0,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-10,Albania,4,0,6,0,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-11,Albania,4,0,10,0,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-12,Albania,1,1,11,1,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-13,Albania,12,0,23,1,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-14,Albania,10,0,33,1,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-15,Albania,5,0,38,1,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-16,Albania,4,0,42,1,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-17,Albania,9,0,51,1,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-18,Albania,4,0,55,1,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-19,Albania,4,1,59,2,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-20,Albania,11,0,70,2,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-21,Albania,0,0,70,2,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-22,Albania,6,0,76,2,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-23,Albania,13,0,89,2,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-24,Albania,11,2,100,4,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-25,Albania,23,1,123,5,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-26,Albania,23,0,146,5,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-27,Albania,28,1,174,6,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-28,Albania,12,3,186,9,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-29,Albania,11,1,197,10,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-30,Albania,15,0,212,10,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-03-31,Albania,11,2,223,12,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-04-01,Albania,20,3,243,15,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-04-02,Albania,16,0,259,15,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-04-03,Albania,18,1,277,16,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-04-04,Albania,27,1,304,17,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-04-05,Albania,29,2,333,19,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-04-06,Albania,28,2,361,21,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-04-07,Albania,16,1,377,22,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-04-08,Albania,6,0,383,22,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2020-04-09,Albania,17,0,400,22,12.152587503495539,2.6,1.286,55.8220850070574,28.7,36.200001,25.061615375668303,18.997890337666302,ALB,8.642999999999999,ALB
2019-12-31,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-01,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-02,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-03,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-04,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-05,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-06,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-07,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-08,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-09,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-10,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-11,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-12,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-13,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-14,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-15,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-16,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-17,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-18,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-19,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-20,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-21,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-22,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-23,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-24,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-25,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-26,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-27,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-28,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-29,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-30,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-01-31,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-02-01,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-02-02,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-02-03,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-02-04,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-02-05,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-02-06,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-02-07,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-02-08,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
2020-02-09,Algeria,0,0,0,0,15.524823744417956,1.7,1.207,47.28455694479985,15.6,27.5,45.39985608592279,9.62836054340959,DZA,3.8569999999999998,DZA
